SalePrice,1stFlrSF,2ndFlrSF,3SsnPorch,BedroomAbvGr,BldgType,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtFinType1,BsmtFinType2,BsmtFullBath,BsmtHalfBath,BsmtQual,BsmtUnfSF,CentralAir,Condition1,Condition2,Electrical,EnclosedPorch,ExterCond,ExterQual,Exterior1st,Exterior2nd,Fence,FireplaceQu,Fireplaces,Foundation,FullBath,Functional,GarageArea,GarageCars,GarageCond,GarageFinish,GarageQual,GarageType,GarageYrBlt,GrLivArea,HalfBath,Heating,HeatingQC,HouseStyle,KitchenAbvGr,KitchenQual,LandContour,LandSlope,LotArea,LotConfig,LotFrontage,LotShape,LowQualFinSF,MSSubClass,MSZoning,MasVnrArea,MasVnrType,MiscFeature,MiscVal,MoSold,Neighborhood,OpenPorchSF,OverallCond,OverallQual,PavedDrive,PoolArea,RoofMatl,RoofStyle,SaleCondition,SaleType,ScreenPorch,Street,TotRmsAbvGrd,TotalBsmtSF,Utilities,WoodDeckSF,YearBuilt,YearRemodAdd,YrSold
,945,0,0,2,Twnhs,TA,Gd,915,0,GLQ,Unf,1,1,Gd,30,Y,Norm,Norm,SBrkr,56,TA,TA,CemntBd,CmentBd,,Po,1,CBlock,1,Typ,253,1,TA,RFn,TA,Attchd,1973,945,0,GasA,Ex,1Story,1,TA,Low,Mod,2394,Inside,31,Reg,0,120,RM,0,None,,0,5,MeadowV,0,6,5,Y,0,CompShg,Gable,Normal,WD,108,Pave,5,945,AllPub,174,1973,1973,2010
,546,546,0,3,Twnhs,TA,No,176,0,GLQ,Unf,0,0,TA,370,Y,Norm,Norm,SBrkr,0,TA,TA,CemntBd,CmentBd,,,0,CBlock,1,Typ,0,0,,,,,,1092,1,GasA,Ex,2Story,1,TA,Lvl,Gtl,1476,Inside,21,Reg,0,160,RM,0,None,,0,3,MeadowV,26,7,4,Y,0,CompShg,Gable,Normal,WD,0,Pave,5,546,AllPub,200,1970,1970,2010
,546,546,0,3,TwnhsE,TA,No,0,0,Unf,Unf,0,0,TA,546,Y,Norm,Norm,SBrkr,0,TA,TA,CemntBd,CmentBd,,,0,CBlock,1,Typ,0,0,,,,,,1092,1,GasA,Ex,2Story,1,TA,Lvl,Gtl,1900,Inside,21,Reg,0,160,RM,0,None,,0,6,MeadowV,0,4,4,Y,0,CompShg,Gable,Normal,WD,0,Pave,5,546,AllPub,0,1970,1970,2010
,546,546,0,3,TwnhsE,TA,No,294,0,Rec,Unf,0,0,TA,252,Y,Norm,Norm,SBrkr,64,TA,TA,CemntBd,CmentBd,,,0,CBlock,1,Typ,286,1,TA,Unf,TA,Attchd,1972,1092,1,GasA,TA,2Story,1,TA,Lvl,Gtl,1890,Inside,21,Reg,0,160,RM,0,None,,0,6,MeadowV,0,6,4,Y,0,CompShg,Gable,Normal,WD,0,Pave,5,546,AllPub,0,1972,1972,2010
,874,0,0,3,1Fam,TA,No,469,0,ALQ,Unf,0,0,TA,395,Y,Norm,Norm,SBrkr,0,Gd,TA,VinylSd,VinylSd,,,0,CBlock,1,Typ,352,1,TA,Unf,TA,Detchd,1971,874,0,GasA,Ex,1Story,1,TA,Lvl,Gtl,6953,Inside,50,Reg,0,20,RL,0,None,,0,6,Mitchel,0,7,5,Y,0,CompShg,Gable,Normal,ConLD,0,Pave,5,864,AllPub,0,1971,2004,2010
,833,0,0,2,1Fam,TA,Mn,207,590,Rec,GLQ,1,0,Gd,36,Y,Norm,Norm,SBrkr,0,TA,TA,VinylSd,VinylSd,MnPrv,,0,CBlock,1,Typ,495,2,TA,Unf,TA,Attchd,1984,833,0,GasA,TA,1Story,1,Gd,Lvl,Gtl,12887,Inside,76,Reg,0,20,RL,0,None,,0,4,Mitchel,0,7,5,Y,0,CompShg,Gable,Normal,WD,0,Pave,5,833,AllPub,431,1984,1984,2010
,1216,1216,0,4,Duplex,TA,No,0,0,Unf,Unf,0,0,TA,1216,Y,Norm,Norm,SBrkr,0,Po,TA,HdBoard,HdBoard,,,0,PConc,4,Typ,616,2,Fa,Unf,TA,Attchd,1985,2432,2,GasA,Gd,2Story,2,TA,Lvl,Gtl,7700,Inside,70,Reg,0,90,RL,0,None,Shed,600,2,Mitchel,0,2,5,Y,0,CompShg,Gable,Normal,WD,0,Pave,10,1216,AllPub,200,1985,1986,2010
,624,650,0,3,1Fam,TA,No,458,0,Rec,Unf,0,0,Gd,166,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,GdWo,,0,PConc,1,Typ,576,2,TA,Unf,TA,Detchd,1993,1274,1,GasA,Gd,2Story,1,TA,Lvl,Gtl,10475,Inside,63,Reg,0,60,RL,0,None,,0,3,Mitchel,0,5,5,Y,0,CompShg,Gable,Normal,WD,0,Pave,6,624,AllPub,22,1991,1991,2010
,864,615,0,5,1Fam,TA,Av,476,0,BLQ,Unf,0,0,TA,388,Y,Norm,Norm,SBrkr,280,TA,TA,HdBoard,HdBoard,,,0,CBlock,2,Typ,275,1,TA,Fin,TA,Attchd,1969,1479,0,GasA,TA,1.5Fin,1,TA,Lvl,Mod,10544,Inside,68,IR1,0,50,RL,0,None,,0,4,Mitchel,0,5,5,Y,0,CompShg,Gable,Normal,WD,0,Pave,8,864,AllPub,287,1969,1969,2010
,1803,0,0,3,1Fam,Gd,Gd,1341,284,GLQ,LwQ,1,1,Gd,54,Y,Norm,Norm,SBrkr,222,Gd,Gd,VinylSd,VinylSd,GdWo,TA,2,PConc,2,Typ,482,2,TA,Unf,TA,Attchd,1994,1803,1,GasA,Ex,1Story,1,Gd,Lvl,Mod,9892,Inside,76,Reg,0,20,RL,0,None,,0,2,Mitchel,64,5,8,Y,0,CompShg,Hip,Normal,WD,0,Pave,6,1679,AllPub,129,1994,1995,2010
,1152,645,0,3,1Fam,TA,Mn,944,0,GLQ,Unf,1,0,Gd,208,Y,Norm,Norm,SBrkr,0,Gd,Gd,VinylSd,VinylSd,,Fa,1,PConc,2,Typ,616,2,TA,Fin,TA,Attchd,1993,1797,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,12961,Inside,74,Reg,0,60,RL,0,None,,0,3,Mitchel,312,5,6,Y,0,CompShg,Gable,Normal,WD,0,Pave,7,1152,AllPub,162,1993,1994,2010
,882,0,0,2,1Fam,Fa,No,564,0,Rec,Unf,0,0,Fa,318,Y,Norm,Norm,SBrkr,0,TA,TA,MetalSd,MetalSd,,,0,CBlock,1,Typ,502,1,TA,Unf,TA,Attchd,1956,882,0,GasA,TA,1Story,1,TA,Lvl,Gtl,13008,Inside,74,IR1,0,20,RL,0,None,,0,10,NAmes,0,5,6,Y,0,CompShg,Gable,Normal,WD,0,Pave,5,882,AllPub,0,1956,1956,2009
,1434,0,0,4,1Fam,TA,No,844,0,LwQ,Unf,1,0,TA,590,Y,Norm,Norm,SBrkr,0,TA,TA,Plywood,Plywood,,Gd,1,CBlock,2,Typ,528,2,TA,RFn,TA,Attchd,1974,1434,0,GasA,TA,1Story,1,TA,Lvl,Gtl,10200,Inside,85,Reg,0,20,RL,440,BrkFace,,0,6,NAmes,21,5,6,Y,0,CompShg,Hip,Normal,WD,0,Pave,7,1434,AllPub,80,1974,1974,2009
,945,663,0,3,1Fam,TA,No,847,0,ALQ,Unf,0,0,Gd,98,Y,Norm,Norm,SBrkr,0,TA,TA,VinylSd,VinylSd,,TA,1,PConc,2,Typ,470,2,TA,Fin,TA,Attchd,1997,1608,1,GasA,Ex,2Story,1,TA,Lvl,Gtl,10179,Corner,88,IR1,0,60,RL,0,None,,0,7,Gilbert,30,5,6,Y,0,CompShg,Gable,Normal,WD,0,Pave,7,945,AllPub,252,1997,1997,2009
,1008,1275,0,4,1Fam,TA,Gd,850,0,GLQ,Unf,0,0,Gd,158,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,,Gd,1,PConc,2,Typ,632,3,TA,Fin,TA,BuiltIn,2003,2283,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,11792,Inside,,IR1,0,60,RL,188,BrkFace,,0,8,Gilbert,46,5,8,Y,0,CompShg,Gable,Normal,WD,0,Pave,9,1008,AllPub,120,2003,2003,2009
,958,670,0,3,1Fam,TA,No,284,0,GLQ,Unf,0,0,Gd,100,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,,TA,1,PConc,2,Typ,390,2,TA,Fin,TA,BuiltIn,1996,1628,1,GasA,Gd,SLvl,1,TA,Lvl,Gtl,8400,Inside,60,Reg,0,80,RL,32,BrkFace,Shed,490,6,Gilbert,72,5,7,Y,0,CompShg,Gable,Normal,WD,0,Pave,7,384,AllPub,48,1996,1997,2009
,2522,0,0,1,TwnhsE,TA,Av,1965,0,GLQ,Unf,1,0,Ex,243,Y,Norm,Norm,SBrkr,0,TA,Gd,CemntBd,CmentBd,,Gd,1,PConc,2,Typ,564,2,TA,Fin,TA,Attchd,2004,2522,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,7296,CulDSac,28,IR1,0,120,RL,0,None,,0,11,StoneBr,57,5,8,Y,0,CompShg,Gable,Normal,WD,0,Pave,8,2208,AllPub,182,2004,2005,2009
,1478,0,0,2,1Fam,TA,Av,341,0,GLQ,Unf,1,0,Gd,1077,Y,Norm,Norm,SBrkr,0,TA,TA,CemntBd,CmentBd,,,0,PConc,2,Typ,495,2,TA,Fin,TA,Attchd,1998,1478,0,GasA,Ex,1Story,1,TA,Lvl,Gtl,7380,Corner,61,IR1,0,120,RL,0,None,,0,7,StoneBr,43,5,8,Y,0,CompShg,Gable,Normal,WD,0,Pave,5,1418,AllPub,168,1998,1998,2009
,1734,0,0,2,TwnhsE,TA,No,741,0,GLQ,Unf,1,0,Gd,846,Y,Norm,Norm,SBrkr,0,TA,Gd,CemntBd,CmentBd,,,0,PConc,2,Typ,528,2,TA,RFn,TA,Attchd,1995,1734,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,8013,Corner,57,IR1,0,120,RL,0,None,,0,9,StoneBr,50,5,8,Y,0,CompShg,Gable,Normal,WD,0,Pave,6,1587,AllPub,52,1995,1996,2009
,751,631,0,3,1Fam,TA,No,189,0,GLQ,Unf,0,0,Gd,195,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,,TA,1,PConc,2,Typ,396,2,TA,Fin,TA,BuiltIn,1998,1382,1,GasA,Gd,SLvl,1,TA,Lvl,Gtl,8923,Inside,57,IR1,0,80,RL,0,None,,0,2,Gilbert,0,5,7,Y,0,CompShg,Gable,Normal,WD,0,Pave,7,384,AllPub,256,1998,1998,2009
,952,684,0,3,1Fam,TA,No,476,0,GLQ,Unf,1,0,Gd,476,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,,TA,1,PConc,2,Typ,440,2,TA,Fin,TA,Attchd,1998,1636,1,GasA,Gd,2Story,1,TA,Lvl,Gtl,7500,Inside,60,Reg,0,60,RL,0,None,,0,10,Gilbert,84,5,6,Y,0,CompShg,Gable,Normal,WD,0,Pave,7,952,AllPub,0,1998,1999,2009
,707,809,0,3,1Fam,TA,No,600,0,GLQ,Unf,1,0,Gd,107,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,,TA,1,PConc,2,Typ,409,2,TA,Fin,TA,Attchd,1994,1516,1,GasA,Gd,2Story,1,Gd,Lvl,Gtl,8803,Inside,,IR1,0,60,RL,0,None,,0,7,Gilbert,46,5,6,Y,0,CompShg,Gable,Normal,WD,0,Pave,7,707,AllPub,0,1994,1995,2009
,1190,0,0,3,1Fam,TA,No,0,0,Unf,Unf,0,0,Gd,1181,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,,TA,1,PConc,2,Typ,430,2,TA,Unf,TA,Attchd,1993,1190,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,7250,Inside,58,Reg,0,20,RL,45,BrkFace,,0,11,Gilbert,21,5,6,Y,0,CompShg,Gable,Normal,WD,0,Pave,6,1181,AllPub,0,1993,1993,2009
,946,988,0,3,1Fam,TA,No,400,0,ALQ,Unf,1,0,Gd,722,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,Wd Sdng,,TA,1,PConc,2,Typ,567,2,TA,Unf,TA,Attchd,1977,1934,1,GasA,Ex,2Story,1,TA,Lvl,Gtl,11900,Inside,85,Reg,0,60,RL,157,BrkFace,,0,7,Gilbert,176,6,5,P,0,CompShg,Gable,Normal,WD,200,Pave,6,1122,AllPub,0,1977,1977,2009
,1154,896,0,4,1Fam,TA,No,0,0,Unf,Unf,0,0,Gd,832,Y,RRNn,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,,TA,1,CBlock,2,Typ,529,2,TA,RFn,TA,Attchd,1978,2050,1,GasA,TA,2Story,1,Gd,Lvl,Gtl,13250,Inside,,IR1,0,60,RL,256,BrkFace,,0,5,NWAmes,192,6,7,Y,0,CompShg,Gable,Abnorml,WD,0,Pave,8,832,AllPub,192,1978,1978,2009
,1671,0,0,3,1Fam,TA,No,363,0,LwQ,Unf,0,0,TA,1064,Y,Norm,Norm,SBrkr,0,TA,TA,VinylSd,VinylSd,,TA,1,PConc,2,Typ,484,2,TA,RFn,TA,Attchd,1978,1671,0,GasA,TA,1Story,1,TA,Lvl,Gtl,10928,Inside,80,Reg,0,20,RL,101,BrkFace,,0,8,NWAmes,55,6,6,Y,0,CompShg,Gable,Normal,WD,0,Pave,7,1427,AllPub,252,1978,1986,2009
,1539,1134,0,4,1Fam,TA,No,602,0,ALQ,Unf,0,0,Gd,441,Y,Norm,Norm,SBrkr,0,TA,TA,Plywood,Plywood,,TA,1,CBlock,2,Typ,441,2,TA,RFn,TA,BuiltIn,1980,2673,1,GasA,TA,2Story,1,Gd,Lvl,Gtl,12388,Inside,,IR1,0,60,RL,229,BrkFace,,0,8,NWAmes,84,7,7,Y,0,CompShg,Gable,Normal,WD,0,Pave,9,1043,AllPub,178,1980,1991,2009
,1707,0,0,3,1Fam,TA,No,832,0,ALQ,Unf,0,0,TA,308,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,,TA,1,PConc,2,Typ,479,2,TA,Fin,TA,Attchd,1978,1707,0,GasA,Gd,1Story,1,TA,Lvl,Gtl,11088,Inside,80,Reg,0,20,RL,144,BrkFace,,0,5,NWAmes,0,5,6,Y,0,CompShg,Gable,Normal,WD,0,Pave,7,1140,AllPub,0,1978,1998,2009
,1016,868,0,3,1Fam,TA,Mn,622,0,GLQ,Unf,1,0,Gd,304,Y,Norm,Norm,SBrkr,0,TA,Gd,CemntBd,CmentBd,,Ex,1,PConc,2,Typ,581,2,TA,RFn,TA,Attchd,2003,1884,1,GasA,Ex,2Story,1,Ex,Lvl,Gtl,7000,Inside,70,Reg,0,60,FV,0,None,,0,6,Somerst,35,5,7,Y,0,CompShg,Gable,Normal,WD,0,Pave,7,926,AllPub,0,2003,2003,2009
,1058,816,0,3,1Fam,TA,No,0,0,Unf,Unf,0,0,Gd,1058,Y,RRNn,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,,TA,1,PConc,2,Typ,588,2,TA,Fin,TA,Attchd,2000,1874,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,7500,Inside,,Reg,0,60,FV,0,None,,0,3,Somerst,134,5,8,Y,0,CompShg,Gable,Normal,WD,0,Pave,7,1058,AllPub,0,2000,2001,2009
,972,839,0,3,1Fam,TA,No,225,276,GLQ,ALQ,0,0,Gd,471,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,,Gd,1,PConc,2,Typ,565,2,TA,RFn,TA,Attchd,2002,1811,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,8470,Corner,,Reg,0,60,FV,0,None,,0,10,Somerst,48,5,8,Y,0,CompShg,Gable,Normal,WD,0,Pave,7,972,AllPub,225,2002,2002,2009
,1621,0,0,3,1Fam,TA,Av,1333,168,ALQ,LwQ,1,0,Gd,120,Y,PosN,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,,Fa,2,CBlock,2,Typ,478,2,TA,RFn,TA,Attchd,1975,1621,0,GasA,TA,1Story,1,TA,Lvl,Gtl,9373,CulDSac,,IR1,0,20,RL,161,BrkFace,,0,6,NWAmes,0,7,5,Y,0,CompShg,Gable,Normal,WD,490,Pave,7,1621,AllPub,0,1975,1975,2009
,1116,0,0,3,1Fam,TA,No,888,0,ALQ,Unf,1,0,TA,228,Y,Norm,Norm,SBrkr,0,TA,TA,Plywood,Plywood,GdWo,TA,1,CBlock,2,Typ,528,2,TA,RFn,TA,Attchd,1974,1116,0,GasA,Ex,1Story,1,TA,Lvl,Gtl,10140,Inside,78,Reg,0,20,RL,196,BrkFace,,0,4,NWAmes,0,6,6,Y,0,CompShg,Hip,Normal,WD,0,Pave,6,1116,AllPub,0,1974,1974,2009
,1193,0,0,3,1Fam,TA,No,636,0,ALQ,Unf,0,0,TA,540,Y,Norm,Norm,SBrkr,0,TA,TA,Plywood,Plywood,,TA,1,CBlock,2,Typ,506,2,TA,Unf,TA,Attchd,1975,1193,0,GasA,Fa,1Story,1,TA,Lvl,Gtl,11050,Corner,85,IR1,0,20,RL,0,None,,0,8,NWAmes,0,5,7,Y,0,CompShg,Gable,Normal,WD,0,Pave,5,1176,AllPub,40,1975,1975,2009
,1180,0,0,2,1Fam,TA,No,0,0,Unf,Unf,0,0,TA,1180,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,,,0,CBlock,1,Typ,477,2,TA,RFn,TA,Attchd,1970,1180,1,GasA,TA,1Story,1,TA,Lvl,Gtl,7830,Inside,,IR1,0,20,RL,0,None,,0,3,NAmes,45,5,5,Y,0,CompShg,Gable,Normal,COD,0,Pave,6,1180,AllPub,0,1970,1970,2009
,1050,0,0,3,1Fam,TA,No,500,0,ALQ,Unf,1,0,Gd,543,Y,Norm,Norm,SBrkr,0,TA,TA,Plywood,Plywood,,,0,CBlock,1,Typ,336,1,TA,Unf,TA,Attchd,1971,1050,1,GasA,Ex,1Story,1,TA,Lvl,Gtl,8510,Inside,,IR1,0,20,RL,178,BrkFace,,0,7,NAmes,0,7,5,Y,0,CompShg,Gable,Normal,WD,0,Pave,6,1043,AllPub,0,1971,1971,2009
,864,0,0,3,1Fam,TA,No,726,0,ALQ,Unf,1,0,TA,138,Y,Norm,Norm,SBrkr,0,TA,TA,VinylSd,VinylSd,GdPrv,,0,CBlock,1,Typ,576,2,TA,Unf,TA,Detchd,2001,864,0,GasA,TA,1Story,1,TA,Lvl,Gtl,7038,Inside,60,Reg,0,20,RL,0,None,,0,9,NAmes,0,6,4,Y,0,CompShg,Gable,Abnorml,WD,0,Pave,5,864,AllPub,210,1970,1970,2009
,864,0,0,3,1Fam,TA,No,240,0,ALQ,Unf,0,0,TA,624,Y,Norm,Norm,SBrkr,0,Gd,TA,VinylSd,VinylSd,GdWo,,0,CBlock,1,Typ,576,2,TA,Unf,TA,Detchd,1986,864,0,GasA,Gd,1Story,1,TA,Lvl,Gtl,9000,FR2,60,Reg,0,20,RL,0,None,,0,7,NAmes,0,7,4,Y,0,CompShg,Gable,Normal,WD,0,Pave,5,864,AllPub,200,1971,2006,2009
,483,504,0,2,Twnhs,TA,No,254,0,BLQ,Unf,1,0,TA,229,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,,,0,CBlock,1,Typ,264,1,TA,Unf,TA,Detchd,1973,987,1,GasA,TA,2Story,1,TA,Lvl,Gtl,1680,Inside,21,Reg,0,160,RM,504,BrkFace,,0,7,BrDale,0,5,6,Y,0,CompShg,Gable,Normal,WD,0,Pave,5,483,AllPub,0,1973,1973,2009
,483,504,0,2,Twnhs,TA,No,110,294,Rec,LwQ,1,0,TA,79,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,,,0,CBlock,1,Typ,288,1,TA,Unf,TA,Detchd,1972,987,1,GasA,TA,2Story,1,TA,Lvl,Gtl,1680,Inside,21,Reg,0,160,RM,425,BrkFace,,0,7,BrDale,0,6,6,Y,0,CompShg,Gable,Normal,WD,0,Pave,5,483,AllPub,0,1972,1972,2009
,804,744,0,3,TwnhsE,TA,No,306,0,ALQ,Unf,0,0,Gd,498,Y,Norm,Norm,SBrkr,0,TA,TA,Plywood,Brk Cmn,,TA,1,CBlock,2,Typ,440,2,TA,RFn,TA,Detchd,1976,1548,1,GasA,TA,2Story,1,TA,Lvl,Gtl,2308,FR2,24,Reg,0,160,RL,0,None,,0,9,NPkVill,0,5,6,Y,0,CompShg,Gable,Normal,WD,0,Pave,7,804,AllPub,108,1976,1976,2009
,1055,0,0,2,Twnhs,TA,No,435,622,ALQ,LwQ,0,1,Gd,0,Y,Norm,Norm,SBrkr,0,TA,TA,Plywood,Brk Cmn,,Fa,1,CBlock,2,Typ,440,2,TA,RFn,TA,Attchd,1975,1055,0,GasA,TA,1Story,1,TA,Lvl,Gtl,2280,FR2,24,Reg,0,120,RL,0,None,,0,8,NPkVill,27,5,7,Y,0,CompShg,Gable,Normal,WD,0,Pave,4,1057,AllPub,0,1975,1975,2009
,855,601,0,3,Twnhs,TA,No,389,0,ALQ,Unf,0,0,Gd,466,Y,Norm,Norm,SBrkr,0,TA,TA,Plywood,Brk Cmn,,TA,1,CBlock,2,Typ,440,2,TA,Unf,TA,Attchd,1977,1456,1,GasA,TA,2Story,1,TA,Lvl,Gtl,2349,Inside,24,Reg,0,160,RL,0,None,,0,5,NPkVill,28,5,6,Y,0,CompShg,Gable,Normal,WD,0,Pave,6,855,AllPub,0,1977,1977,2009
,804,744,0,3,TwnhsE,TA,No,320,0,ALQ,Unf,0,1,Gd,484,Y,Norm,Norm,SBrkr,0,TA,TA,Plywood,Brk Cmn,,TA,1,CBlock,2,Typ,440,2,TA,Unf,TA,Detchd,1978,1548,1,GasA,TA,2Story,1,TA,Lvl,Gtl,2364,Inside,24,Reg,0,160,RL,0,None,,0,7,NPkVill,0,5,6,Y,0,CompShg,Gable,Normal,WD,0,Pave,7,804,AllPub,108,1978,1978,2009
,855,601,0,3,TwnhsE,TA,No,279,0,ALQ,Unf,0,0,Gd,576,Y,Norm,Norm,SBrkr,0,TA,Gd,Plywood,Brk Cmn,,TA,1,CBlock,2,Typ,440,2,TA,Fin,TA,Attchd,1978,1456,1,GasA,TA,2Story,1,TA,Lvl,Gtl,2364,Inside,24,Reg,0,160,RL,0,None,,0,4,NPkVill,0,5,6,Y,0,CompShg,Gable,Normal,WD,0,Pave,6,855,AllPub,147,1978,1978,2009
,836,0,0,2,TwnhsE,TA,No,536,0,ALQ,Unf,0,1,TA,300,Y,Norm,Norm,SBrkr,0,TA,TA,Plywood,Brk Cmn,,,0,CBlock,1,Typ,345,1,TA,Unf,TA,Attchd,1976,836,0,GasA,TA,1Story,1,TA,Lvl,Gtl,2104,Inside,24,Reg,0,120,RL,0,None,,0,10,NPkVill,20,6,7,Y,0,CompShg,Gable,Normal,WD,0,Pave,5,836,AllPub,150,1976,1976,2009
,1120,0,0,3,1Fam,TA,No,644,0,BLQ,Unf,0,1,TA,220,Y,Norm,Norm,SBrkr,0,TA,Gd,HdBoard,HdBoard,,TA,1,PConc,1,Typ,656,2,TA,RFn,TA,Attchd,1966,1120,0,GasA,Ex,1Story,1,TA,Lvl,Gtl,10710,Inside,,Reg,0,20,RL,165,BrkFace,Shed,1200,7,NAmes,162,7,5,Y,0,CompShg,Hip,Normal,WD,0,Pave,5,864,AllPub,0,1966,2004,2009
,1794,978,0,4,1Fam,TA,No,1360,0,GLQ,Unf,1,0,Ex,416,Y,PosN,Norm,SBrkr,0,TA,Ex,VinylSd,VinylSd,,Gd,3,PConc,3,Typ,754,3,TA,Fin,TA,BuiltIn,2007,2772,1,GasA,Ex,2Story,1,Ex,Lvl,Gtl,14257,Inside,110,Reg,0,60,RL,726,Stone,,0,6,NridgHt,64,5,9,Y,0,CompShg,Hip,Normal,WD,0,Pave,10,1776,AllPub,135,2007,2007,2009
,1365,1325,0,3,1Fam,TA,No,986,0,GLQ,Unf,1,0,Ex,379,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,,Gd,1,PConc,2,Typ,864,3,TA,RFn,TA,Attchd,2009,2690,1,GasA,Ex,2Story,1,Ex,Lvl,Gtl,12350,Inside,95,Reg,0,60,RL,0,None,,0,7,NridgHt,197,5,9,Y,0,CompShg,Gable,Partial,New,0,Pave,8,1365,AllPub,0,2009,2009,2009
,2020,0,0,3,1Fam,TA,Av,1232,0,GLQ,Unf,1,0,Ex,788,Y,Norm,Norm,SBrkr,0,TA,Ex,VinylSd,VinylSd,,Gd,1,PConc,2,Typ,896,3,TA,RFn,TA,Attchd,2008,2020,0,GasA,Ex,1Story,1,Ex,Lvl,Gtl,12350,Inside,95,Reg,0,20,RL,450,Stone,,0,5,NridgHt,98,5,9,Y,0,CompShg,Hip,Normal,WD,0,Pave,7,2020,AllPub,192,2008,2008,2009
,2674,0,0,2,1Fam,TA,Gd,2288,0,GLQ,Unf,2,0,Ex,342,Y,PosA,PosA,SBrkr,0,TA,Ex,VinylSd,VinylSd,,Gd,2,PConc,2,Typ,762,3,TA,Fin,TA,Attchd,2007,2674,1,GasA,Ex,1Story,1,Ex,Lvl,Gtl,13693,Inside,105,Reg,0,20,RL,472,Stone,,0,3,NridgHt,50,5,10,Y,0,CompShg,Hip,Normal,WD,0,Pave,8,2630,AllPub,360,2007,2007,2009
,1736,0,0,3,1Fam,TA,No,0,0,Unf,Unf,0,0,Ex,1736,Y,Norm,Norm,SBrkr,0,TA,Ex,VinylSd,VinylSd,,Gd,1,PConc,2,Typ,834,3,TA,RFn,TA,Attchd,2008,1736,0,GasA,Ex,1Story,1,Ex,Lvl,Gtl,11578,Inside,95,Reg,0,20,RL,302,Stone,,0,7,NridgHt,90,5,9,Y,0,CompShg,Gable,Normal,WD,0,Pave,7,1736,AllPub,319,2008,2008,2009
,1782,0,0,3,1Fam,TA,Gd,1531,0,GLQ,Unf,1,0,Ex,251,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,,Gd,2,PConc,2,Typ,932,3,TA,Fin,TA,Attchd,2004,1782,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,16870,FR3,129,IR1,0,20,RL,238,BrkFace,,0,4,NridgHt,82,5,8,Y,0,CompShg,Hip,Normal,WD,0,Pave,7,1782,AllPub,99,2004,2005,2009
,1508,1012,0,5,1Fam,TA,Av,1230,0,GLQ,Unf,1,0,Ex,278,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,,Gd,1,PConc,2,Typ,640,3,TA,Fin,TA,BuiltIn,2007,2520,1,GasA,Ex,2Story,1,Ex,Lvl,Gtl,23303,CulDSac,59,IR3,0,60,RL,20,Stone,,0,6,NridgHt,273,5,8,Y,0,CompShg,Gable,Family,WD,0,Pave,10,1508,AllPub,192,2007,2007,2009
,1743,0,0,3,1Fam,TA,Mn,1015,0,GLQ,Unf,1,0,Ex,724,Y,Norm,Norm,SBrkr,0,TA,Ex,VinylSd,VinylSd,,Gd,1,PConc,2,Typ,927,3,TA,RFn,TA,Attchd,2008,1743,0,GasA,Ex,1Story,1,Ex,Lvl,Gtl,10367,Inside,87,IR1,0,20,RL,284,Stone,,0,6,NridgHt,45,5,9,Y,0,CompShg,Hip,Normal,ConLI,0,Pave,8,1739,AllPub,168,2008,2008,2009
